ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
33,2,35,17.0,TRUNK,Kallang Stn,Does Not Have Interchange,8.0,9.0
33,2,36,17.3,TRUNK,Aft Lor 1 Geylang,Does Not Have Interchange,8.0,9.0
33,2,37,17.9,TRUNK,Aft Geylang Rd,Does Not Have Interchange,8.0,9.0
33,2,38,18.5,TRUNK,S.A. Deaf,Does Not Have Interchange,8.0,9.0
33,2,39,19.1,TRUNK,Blk 39,Does Not Have Interchange,8.0,9.0
33,2,40,19.6,TRUNK,Dakota Stn Exit A/Blk 99,Does Not Have Interchange,8.0,9.0
33,2,41,20.0,TRUNK,AFT OLD AIRPORT RD,Does Not Have Interchange,8.0,9.0
33,2,42,20.6,TRUNK,Dunman View,Does Not Have Interchange,8.0,9.0
33,2,43,21.0,TRUNK,Opp Maranatha Hall,Does Not Have Interchange,8.0,9.0
33,2,44,21.3,TRUNK,Aft Koon Seng Rd,Does Not Have Interchange,8.0,9.0
33,2,45,21.6,TRUNK,Bef Joo Chiat Pl,Does Not Have Interchange,8.0,9.0
33,2,46,21.9,TRUNK,Bef Mangis Rd,Does Not Have Interchange,8.0,9.0
33,2,47,22.2,TRUNK,Flora East,Does Not Have Interchange,8.0,9.0
33,2,48,22.5,TRUNK,Parkway East Hosp,Does Not Have Interchange,8.0,9.0
33,2,49,22.7,TRUNK,Aft Lor H Telok Kurau,Does Not Have Interchange,8.0,9.0
33,2,50,22.9,TRUNK,Aft Lor G Telok Kurau,Does Not Have Interchange,8.0,9.0
33,2,51,23.4,TRUNK,Opp Hong San Si Tp,Does Not Have Interchange,8.0,9.0
33,2,52,23.8,TRUNK,Kembangan Stn,Does Not Have Interchange,8.0,9.0
33,2,53,24.3,TRUNK,Opp Perpetual Succour Ch,Does Not Have Interchange,8.0,9.0
33,2,54,24.9,TRUNK,Chai Chee Ind Pk,Does Not Have Interchange,8.0,9.0
33,2,55,25.2,TRUNK,Blk 32,Does Not Have Interchange,8.0,9.0
33,2,56,26.0,TRUNK,Bedok Int,Has Interchange,8.0,9.0
333,1,1,0.0,FEEDER,Jurong East Temp Int,Has Interchange,7.0,8.0
333,1,2,0.3,FEEDER,Blk 131,Does Not Have Interchange,7.0,8.0
333,1,3,0.6,FEEDER,Blk 134,Does Not Have Interchange,7.0,8.0
333,1,4,0.9,FEEDER,Jurong East Lib,Does Not Have Interchange,7.0,8.0
333,1,5,1.4,FEEDER,Opp Jurong Town Hall,Does Not Have Interchange,7.0,8.0
333,1,6,2.4,FEEDER,IMM Bldg,Does Not Have Interchange,7.0,8.0
333,1,7,3.1,FEEDER,Blk 286A,Does Not Have Interchange,7.0,8.0
333,1,8,3.4,FEEDER,Blk 288E,Does Not Have Interchange,7.0,8.0
333,1,9,3.8,FEEDER,Blk 239,Does Not Have Interchange,7.0,8.0
333,1,10,4.2,FEEDER,Blk 229,Does Not Have Interchange,7.0,8.0
333,1,11,4.7,FEEDER,Parc Oasis,Does Not Have Interchange,7.0,8.0
333,1,12,5.1,FEEDER,Blk 347,Does Not Have Interchange,7.0,8.0
333,1,13,5.4,FEEDER,Opp Blk 311,Does Not Have Interchange,7.0,8.0
333,1,14,5.7,FEEDER,Blk 306,Does Not Have Interchange,7.0,8.0
333,1,15,6.0,FEEDER,Opp Parc Oasis,Does Not Have Interchange,7.0,8.0
333,1,16,6.4,FEEDER,Blk 252,Does Not Have Interchange,7.0,8.0
333,1,17,6.8,FEEDER,Blk 246,Does Not Have Interchange,7.0,8.0
333,1,18,7.2,FEEDER,Opp Blk 288D,Does Not Have Interchange,7.0,8.0
333,1,19,7.5,FEEDER,Blk 284,Does Not Have Interchange,7.0,8.0
333,1,20,8.1,FEEDER,Opp IMM Bldg,Does Not Have Interchange,7.0,8.0
333,1,21,9.2,FEEDER,Jurong Town Hall,Does Not Have Interchange,7.0,8.0
333,1,22,9.6,FEEDER,Opp Jurong East Lib,Does Not Have Interchange,7.0,8.0
333,1,23,10.0,FEEDER,Blk 124,Does Not Have Interchange,7.0,8.0
333,1,24,10.5,FEEDER,Jurong East Temp Int,Has Interchange,7.0,8.0
334,1,1,0.0,FEEDER,Jurong East Temp Int,Has Interchange,5.0,5.0
334,1,2,0.5,FEEDER,Seventh-Day Advent Ch,Does Not Have Interchange,5.0,5.0
334,1,3,0.8,FEEDER,Blk 105,Does Not Have Interchange,5.0,5.0
334,1,4,1.1,FEEDER,Blk 112,Does Not Have Interchange,5.0,5.0
334,1,5,1.5,FEEDER,Parc Oasis,Does Not Have Interchange,5.0,5.0
334,1,6,1.8,FEEDER,Parc Oasis,Does Not Have Interchange,5.0,5.0
334,1,7,2.2,FEEDER,Blk 347,Does Not Have Interchange,5.0,5.0
334,1,8,2.7,FEEDER,Opp Jurong Polyclinic,Does Not Have Interchange,5.0,5.0
334,1,9,3.1,FEEDER,Blk 490,Does Not Have Interchange,5.0,5.0
334,1,10,3.5,FEEDER,Blk 463,Does Not Have Interchange,5.0,5.0
334,1,11,3.8,FEEDER,Blk 457,Does Not Have Interchange,5.0,5.0
334,1,12,4.1,FEEDER,Blk 502,Does Not Have Interchange,5.0,5.0
334,1,13,4.5,FEEDER,Blk 551,Does Not Have Interchange,5.0,5.0
334,1,14,4.9,FEEDER,Blk 560A,Does Not Have Interchange,5.0,5.0
334,1,15,5.1,FEEDER,Blk 402,Does Not Have Interchange,5.0,5.0
334,1,16,5.4,FEEDER,Blk 416,Does Not Have Interchange,5.0,5.0
334,1,17,5.8,FEEDER,Blk 422,Does Not Have Interchange,5.0,5.0
334,1,18,6.3,FEEDER,Jurong Polyclinic,Does Not Have Interchange,5.0,5.0
334,1,19,6.7,FEEDER,Blk 316,Does Not Have Interchange,5.0,5.0
334,1,20,7.1,FEEDER,Opp Parc Oasis,Does Not Have Interchange,5.0,5.0
334,1,21,7.5,FEEDER,Blk 228,Does Not Have Interchange,5.0,5.0
334,1,22,7.8,FEEDER,Bef Yuhua CC,Does Not Have Interchange,5.0,5.0
334,1,23,8.1,FEEDER,Blk 210,Does Not Have Interchange,5.0,5.0
334,1,24,8.5,FEEDER,Bef Seventh-Day Advent Ch,Does Not Have Interchange,5.0,5.0
334,1,25,9.0,FEEDER,Jurong East Temp Int,Has Interchange,5.0,5.0
335,1,1,0.0,FEEDER,Jurong East Temp Int,Has Interchange,7.0,7.0
335,1,2,0.3,FEEDER,Blk 131,Does Not Have Interchange,7.0,7.0
335,1,3,0.6,FEEDER,Blk 134,Does Not Have Interchange,7.0,7.0
335,1,4,0.9,FEEDER,S'pore Science Ctr,Does Not Have Interchange,7.0,7.0
335,1,5,1.2,FEEDER,Aft S'pore Science Ctr,Does Not Have Interchange,7.0,7.0
335,1,6,1.6,FEEDER,Opp Blk 114,Does Not Have Interchange,7.0,7.0
335,1,7,2.1,FEEDER,Chinese Gdn Stn,Does Not Have Interchange,7.0,7.0
335,1,8,2.3,FEEDER,Opp Blk 350,Does Not Have Interchange,7.0,7.0
335,1,9,2.7,FEEDER,Jurong Lake,Does Not Have Interchange,7.0,7.0
335,1,10,3.1,FEEDER,Bef Jurong West St 51,Does Not Have Interchange,7.0,7.0
335,1,11,3.5,FEEDER,Blk 515,Does Not Have Interchange,7.0,7.0
335,1,12,3.8,FEEDER,Blk 517,Does Not Have Interchange,7.0,7.0
335,1,13,4.1,FEEDER,Blk 526,Does Not Have Interchange,7.0,7.0
335,1,14,4.5,FEEDER,Blk 454,Does Not Have Interchange,7.0,7.0
335,1,15,4.8,FEEDER,Blk 441,Does Not Have Interchange,7.0,7.0
335,1,16,5.3,FEEDER,Blk 425,Does Not Have Interchange,7.0,7.0
335,1,17,5.5,FEEDER,Blk 491,Does Not Have Interchange,7.0,7.0
335,1,18,5.8,FEEDER,Opp Blk 481,Does Not Have Interchange,7.0,7.0
335,1,19,6.1,FEEDER,Yuhua Sec Sch,Does Not Have Interchange,7.0,7.0
335,1,20,6.5,FEEDER,Opp Blk 461,Does Not Have Interchange,7.0,7.0
335,1,21,6.9,FEEDER,Opp Blk 515,Does Not Have Interchange,7.0,7.0
335,1,22,7.3,FEEDER,Aft Jurong West St 51,Does Not Have Interchange,7.0,7.0
335,1,23,7.7,FEEDER,Opp Jurong Lake,Does Not Have Interchange,7.0,7.0
335,1,24,8.1,FEEDER,Blk 350,Does Not Have Interchange,7.0,7.0
335,1,25,8.4,FEEDER,Opp Chinese Gdn Stn,Does Not Have Interchange,7.0,7.0
335,1,26,8.8,FEEDER,Blk 114,Does Not Have Interchange,7.0,7.0
335,1,27,9.1,FEEDER,Blk 118,Does Not Have Interchange,7.0,7.0
335,1,28,9.5,FEEDER,Opp S'pore Science Ctr,Does Not Have Interchange,7.0,7.0
335,1,29,9.7,FEEDER,Blk 124,Does Not Have Interchange,7.0,7.0
335,1,30,10.2,FEEDER,Jurong East Temp Int,Has Interchange,7.0,7.0
33A,1,1,0.0,TRUNK,Kent Ridge Ter,Does Not Have Interchange,0.0,0.0
33A,1,2,0.2,TRUNK,Opp Kent Ridge Ter,Does Not Have Interchange,0.0,0.0
33A,1,3,0.5,TRUNK,Tentera Diraja Mque,Does Not Have Interchange,0.0,0.0
33A,1,4,0.8,TRUNK,The Japanese Pr Sch,Does Not Have Interchange,0.0,0.0
33A,1,5,2.1,TRUNK,New Town Sec Sch,Does Not Have Interchange,0.0,0.0
33A,1,6,2.6,TRUNK,Ayer Rajah Telecoms,Does Not Have Interchange,0.0,0.0
33A,1,7,3.2,TRUNK,Opp Acs Independent,Does Not Have Interchange,0.0,0.0
33A,1,8,3.5,TRUNK,Opp ACS Boarding Sch,Does Not Have Interchange,0.0,0.0
33A,1,9,3.8,TRUNK,Fairfield Meth Pr Sch,Does Not Have Interchange,0.0,0.0
33A,1,10,4.2,TRUNK,Ayer Rajah Ind Est,Does Not Have Interchange,0.0,0.0
33A,1,11,4.6,TRUNK,Opp PSB Science Pk Bldg,Does Not Have Interchange,0.0,0.0
33A,1,12,5.4,TRUNK,Opp Normanton Pk,Does Not Have Interchange,0.0,0.0
33A,1,13,6.8,TRUNK,Alexandra Hosp,Does Not Have Interchange,0.0,0.0
33A,1,14,7.2,TRUNK,Anchorpoint,Does Not Have Interchange,0.0,0.0
33A,1,15,7.6,TRUNK,Opp Lea Hin Hardware Fty,Does Not Have Interchange,0.0,0.0
33A,1,16,8.1,TRUNK,Aft Dawson Rd,Does Not Have Interchange,0.0,0.0
33A,1,17,8.9,TRUNK,Redhill Stn,Does Not Have Interchange,0.0,0.0
33A,1,18,9.2,TRUNK,Delta Swim Cplx,Does Not Have Interchange,0.0,0.0
33A,1,19,9.5,TRUNK,Blk 104A CP,Does Not Have Interchange,0.0,0.0
33A,1,20,9.8,TRUNK,Tiong Bahru Pk,Does Not Have Interchange,0.0,0.0
33A,1,21,10.3,TRUNK,Tiong Bahru Stn,Does Not Have Interchange,0.0,0.0
33A,1,22,10.9,TRUNK,Blk 1,Does Not Have Interchange,0.0,0.0
33B,1,1,0.0,TRUNK,Bedok Int,Has Interchange,8.0,4.0
33B,1,2,0.7,TRUNK,Opp Blk 32,Does Not Have Interchange,8.0,4.0
33B,1,3,1.0,TRUNK,Opp Chai Chee Ind Pk,Does Not Have Interchange,8.0,4.0
33B,1,4,1.5,TRUNK,Aft Perpetual Succour Ch,Does Not Have Interchange,8.0,4.0
33B,1,5,1.9,TRUNK,Bef Siglap Plain,Does Not Have Interchange,8.0,4.0
33B,1,6,2.3,TRUNK,Mjd Kassim,Does Not Have Interchange,8.0,4.0
33B,1,7,2.5,TRUNK,Bef Lor 110 Changi,Does Not Have Interchange,8.0,4.0
33B,1,8,2.8,TRUNK,Aft Changi Rd,Does Not Have Interchange,8.0,4.0
33B,1,9,3.1,TRUNK,Opp Parkway East Hosp,Does Not Have Interchange,8.0,4.0
33B,1,10,3.4,TRUNK,Bef Still Rd,Does Not Have Interchange,8.0,4.0
33B,1,11,3.7,TRUNK,Joo Chiat Ct,Does Not Have Interchange,8.0,4.0
33B,1,12,4.2,TRUNK,Aft Tembeling Rd,Does Not Have Interchange,8.0,4.0
33B,1,13,4.5,TRUNK,Bef Koon Seng Rd,Does Not Have Interchange,8.0,4.0
33B,1,14,4.9,TRUNK,Maranatha Hall,Does Not Have Interchange,8.0,4.0
33B,1,15,5.2,TRUNK,Tg Katong Sec Sch,Does Not Have Interchange,8.0,4.0
33B,1,16,5.9,TRUNK,BEF OLD AIRPORT RD,Does Not Have Interchange,8.0,4.0
33B,1,17,6.2,TRUNK,Dakota Stn Exit B/Blk 60,Does Not Have Interchange,8.0,4.0
33B,1,18,6.7,TRUNK,Blk 22,Does Not Have Interchange,8.0,4.0
34,1,1,0.0,TRUNK,Punggol Temp Int,Has Interchange,6.0,8.0
34,1,2,0.6,TRUNK,BLK 303D,Does Not Have Interchange,6.0,8.0
34,1,3,1.0,TRUNK,Opp Blk 296,Does Not Have Interchange,6.0,8.0
34,1,4,1.3,TRUNK,Blk 102C,Does Not Have Interchange,6.0,8.0
34,1,5,1.7,TRUNK,Aft Punggol Rd,Does Not Have Interchange,6.0,8.0
34,1,6,5.7,TRUNK,Aft TPE,Does Not Have Interchange,6.0,8.0
34,1,7,6.1,TRUNK,Opp HNS Micro Siltronic,Does Not Have Interchange,6.0,8.0
34,1,8,6.5,TRUNK,Opp Tampines Dormitory,Does Not Have Interchange,6.0,8.0
34,1,9,7.0,TRUNK,Bef Tampines Ave 9,Does Not Have Interchange,6.0,8.0
34,1,10,7.3,TRUNK,Bef Tampines Ave 5,Does Not Have Interchange,6.0,8.0
34,1,11,7.6,TRUNK,Aft Tampines Ave 9,Does Not Have Interchange,6.0,8.0
34,1,12,7.9,TRUNK,Blk 730,Does Not Have Interchange,6.0,8.0
34,1,13,8.3,TRUNK,Bet Blks 701/702,Does Not Have Interchange,6.0,8.0
34,1,14,8.6,TRUNK,Opp Darul Ghufran Mque,Does Not Have Interchange,6.0,8.0
34,1,15,9.1,TRUNK,Opp Our Tampines Hub,Does Not Have Interchange,6.0,8.0
34,1,16,9.6,TRUNK,Blk 147,Does Not Have Interchange,6.0,8.0
34,1,17,10.1,TRUNK,Blk 141,Does Not Have Interchange,6.0,8.0
34,1,18,10.6,TRUNK,Opp The Holy Trinity Ch,Does Not Have Interchange,6.0,8.0
34,1,19,11.0,TRUNK,Blk 206,Does Not Have Interchange,6.0,8.0
34,1,20,11.4,TRUNK,Tampines East CC,Does Not Have Interchange,6.0,8.0
34,1,21,11.6,TRUNK,TAMPINES EAST STN EXIT B,Does Not Have Interchange,6.0,8.0
34,1,22,12.0,TRUNK,Tampines JC/Opp Blk 390,Does Not Have Interchange,6.0,8.0
34,1,23,12.3,TRUNK,Blk 497D,Does Not Have Interchange,6.0,8.0
34,1,25,16.6,TRUNK,Airport Police Stn,Does Not Have Interchange,6.0,8.0
34,1,26,17.1,TRUNK,Bef Changi Airport PTB3,Does Not Have Interchange,6.0,8.0
34,1,27,18.5,TRUNK,Changi Airport PTB3,Does Not Have Interchange,6.0,8.0
34,1,28,19.3,TRUNK,Changi Airport PTB1,Does Not Have Interchange,6.0,8.0
34,1,29,20.1,TRUNK,Changi Airport PTB2,Does Not Have Interchange,6.0,8.0
34,1,30,21.2,TRUNK,Aft Changi Airport PTB2,Does Not Have Interchange,6.0,8.0
34,1,31,22.7,TRUNK,CHANGI AIRPORT PTB4,Does Not Have Interchange,6.0,8.0
34,1,32,24.1,TRUNK,Near SATS Flight Kitchen,Does Not Have Interchange,6.0,8.0
34,1,34,28.5,TRUNK,Blk 370,Does Not Have Interchange,6.0,8.0
34,1,35,28.8,TRUNK,Blk 390/Opp Tampines JC,Does Not Have Interchange,6.0,8.0
34,1,36,29.1,TRUNK,TAMPINES EAST STN EXIT C,Does Not Have Interchange,6.0,8.0
34,1,37,29.4,TRUNK,Blk 302,Does Not Have Interchange,6.0,8.0
34,1,38,29.9,TRUNK,Blk 285,Does Not Have Interchange,6.0,8.0
34,1,39,30.4,TRUNK,The Holy Trinity Ch,Does Not Have Interchange,6.0,8.0
34,1,40,30.9,TRUNK,Blk 101,Does Not Have Interchange,6.0,8.0
34,1,41,31.5,TRUNK,Blk 938,Does Not Have Interchange,6.0,8.0
34,1,42,32.0,TRUNK,Our Tampines Hub,Does Not Have Interchange,6.0,8.0
34,1,43,32.5,TRUNK,Darul Ghufran Mque,Does Not Have Interchange,6.0,8.0
34,1,44,32.9,TRUNK,Blk 863,Does Not Have Interchange,6.0,8.0
34,1,45,33.1,TRUNK,Blk 867A,Does Not Have Interchange,6.0,8.0
34,1,46,33.4,TRUNK,Bef Tampines Ave 9,Does Not Have Interchange,6.0,8.0
34,1,47,33.7,TRUNK,Aft Tampines Ave 5,Does Not Have Interchange,6.0,8.0
34,1,48,34.0,TRUNK,Aft Tampines Ave 9,Does Not Have Interchange,6.0,8.0
34,1,49,34.6,TRUNK,Tampines Dormitory,Does Not Have Interchange,6.0,8.0
34,1,50,35.0,TRUNK,Bef Tampines Ind Ave 5,Does Not Have Interchange,6.0,8.0
34,1,51,35.3,TRUNK,Bef TPE,Does Not Have Interchange,6.0,8.0
34,1,52,39.3,TRUNK,Bef Punggol Rd,Does Not Have Interchange,6.0,8.0
34,1,53,39.8,TRUNK,Opp Blk 103A,Does Not Have Interchange,6.0,8.0
34,1,54,40.1,TRUNK,Opp Blk 199C,Does Not Have Interchange,6.0,8.0
34,1,55,40.4,TRUNK,Blk 298,Does Not Have Interchange,6.0,8.0
34,1,56,40.9,TRUNK,Punggol Temp Int,Has Interchange,6.0,8.0
34A,1,1,0.0,TRUNK,Punggol Temp Int,Has Interchange,9.0,13.0
34A,1,2,0.6,TRUNK,BLK 303D,Does Not Have Interchange,9.0,13.0
34A,1,3,1.0,TRUNK,Opp Blk 296,Does Not Have Interchange,9.0,13.0
34A,1,4,1.3,TRUNK,Blk 102C,Does Not Have Interchange,9.0,13.0
34A,1,5,1.7,TRUNK,Aft Punggol Rd,Does Not Have Interchange,9.0,13.0
34A,1,6,5.7,TRUNK,Aft TPE,Does Not Have Interchange,9.0,13.0
34A,1,7,6.1,TRUNK,Opp HNS Micro Siltronic,Does Not Have Interchange,9.0,13.0
34A,1,8,6.5,TRUNK,Opp Tampines Dormitory,Does Not Have Interchange,9.0,13.0
34A,1,9,7.0,TRUNK,Bef Tampines Ave 9,Does Not Have Interchange,9.0,13.0
34A,1,10,7.3,TRUNK,Bef Tampines Ave 5,Does Not Have Interchange,9.0,13.0
34A,1,11,7.6,TRUNK,Aft Tampines Ave 9,Does Not Have Interchange,9.0,13.0
34A,1,12,7.9,TRUNK,Blk 730,Does Not Have Interchange,9.0,13.0
34A,1,13,8.3,TRUNK,Bet Blks 701/702,Does Not Have Interchange,9.0,13.0
34A,1,14,8.6,TRUNK,Opp Darul Ghufran Mque,Does Not Have Interchange,9.0,13.0
34A,1,15,9.1,TRUNK,Opp Our Tampines Hub,Does Not Have Interchange,9.0,13.0
34B,1,1,5.7,TRUNK,Aft TPE,Does Not Have Interchange,6.0,7.0
34B,1,2,6.1,TRUNK,Opp HNS Micro Siltronic,Does Not Have Interchange,6.0,7.0
34B,1,3,6.5,TRUNK,Opp Tampines Dormitory,Does Not Have Interchange,6.0,7.0
34B,1,4,7.0,TRUNK,Bef Tampines Ave 9,Does Not Have Interchange,6.0,7.0
34B,1,5,7.3,TRUNK,Bef Tampines Ave 5,Does Not Have Interchange,6.0,7.0
34B,1,6,7.6,TRUNK,Aft Tampines Ave 9,Does Not Have Interchange,6.0,7.0
34B,1,7,7.9,TRUNK,Blk 730,Does Not Have Interchange,6.0,7.0
34B,1,8,8.3,TRUNK,Bet Blks 701/702,Does Not Have Interchange,6.0,7.0
34B,1,9,8.6,TRUNK,Opp Darul Ghufran Mque,Does Not Have Interchange,6.0,7.0
34B,1,10,9.1,TRUNK,Opp Our Tampines Hub,Does Not Have Interchange,6.0,7.0
34B,1,11,9.6,TRUNK,Blk 147,Does Not Have Interchange,6.0,7.0
34B,1,12,10.1,TRUNK,Blk 141,Does Not Have Interchange,6.0,7.0
34B,1,13,10.6,TRUNK,Opp The Holy Trinity Ch,Does Not Have Interchange,6.0,7.0
34B,1,14,11.0,TRUNK,Blk 206,Does Not Have Interchange,6.0,7.0
34B,1,15,11.4,TRUNK,Tampines East CC,Does Not Have Interchange,6.0,7.0
34B,1,16,11.6,TRUNK,TAMPINES EAST STN EXIT B,Does Not Have Interchange,6.0,7.0
34B,1,17,12.0,TRUNK,Tampines JC/Opp Blk 390,Does Not Have Interchange,6.0,7.0
34B,1,18,12.3,TRUNK,Blk 497D,Does Not Have Interchange,6.0,7.0
34B,1,20,16.6,TRUNK,Airport Police Stn,Does Not Have Interchange,6.0,7.0
34B,1,21,17.1,TRUNK,Bef Changi Airport PTB3,Does Not Have Interchange,6.0,7.0
34B,1,22,18.5,TRUNK,Changi Airport PTB3,Does Not Have Interchange,6.0,7.0
34B,1,23,19.3,TRUNK,Changi Airport PTB1,Does Not Have Interchange,6.0,7.0
34B,1,24,20.1,TRUNK,Changi Airport PTB2,Does Not Have Interchange,6.0,7.0
34B,1,25,21.2,TRUNK,Aft Changi Airport PTB2,Does Not Have Interchange,6.0,7.0
34B,1,26,22.7,TRUNK,CHANGI AIRPORT PTB4,Does Not Have Interchange,6.0,7.0
34B,1,27,24.1,TRUNK,Near SATS Flight Kitchen,Does Not Have Interchange,6.0,7.0
34B,1,29,28.5,TRUNK,Blk 370,Does Not Have Interchange,6.0,7.0
34B,1,30,28.8,TRUNK,Blk 390/Opp Tampines JC,Does Not Have Interchange,6.0,7.0
34B,1,31,29.1,TRUNK,TAMPINES EAST STN EXIT C,Does Not Have Interchange,6.0,7.0
34B,1,32,29.4,TRUNK,Blk 302,Does Not Have Interchange,6.0,7.0
34B,1,33,29.9,TRUNK,Blk 285,Does Not Have Interchange,6.0,7.0
34B,1,34,30.4,TRUNK,The Holy Trinity Ch,Does Not Have Interchange,6.0,7.0
34B,1,35,30.9,TRUNK,Blk 101,Does Not Have Interchange,6.0,7.0
34B,1,36,31.5,TRUNK,Blk 938,Does Not Have Interchange,6.0,7.0
34B,1,37,32.0,TRUNK,Our Tampines Hub,Does Not Have Interchange,6.0,7.0
34B,1,38,32.5,TRUNK,Darul Ghufran Mque,Does Not Have Interchange,6.0,7.0
34B,1,39,32.9,TRUNK,Blk 863,Does Not Have Interchange,6.0,7.0
34B,1,40,33.1,TRUNK,Blk 867A,Does Not Have Interchange,6.0,7.0
34B,1,41,33.4,TRUNK,Bef Tampines Ave 9,Does Not Have Interchange,6.0,7.0
34B,1,42,33.7,TRUNK,Aft Tampines Ave 5,Does Not Have Interchange,6.0,7.0
34B,1,43,34.0,TRUNK,Aft Tampines Ave 9,Does Not Have Interchange,6.0,7.0
34B,1,44,34.6,TRUNK,Tampines Dormitory,Does Not Have Interchange,6.0,7.0
34B,1,45,35.0,TRUNK,Bef Tampines Ind Ave 5,Does Not Have Interchange,6.0,7.0
34B,1,46,35.3,TRUNK,Bef TPE,Does Not Have Interchange,6.0,7.0
35,1,1,0.0,TRUNK,Bedok Int,Has Interchange,9.0,12.0
35,1,2,0.7,TRUNK,Bedok Stn Exit B,Does Not Have Interchange,9.0,12.0
35,1,3,1.2,TRUNK,Blk 221A,Does Not Have Interchange,9.0,12.0
35,1,4,1.8,TRUNK,Bedok Sports Cplx,Does Not Have Interchange,9.0,12.0
35,1,5,2.1,TRUNK,The Tanamera Condo,Does Not Have Interchange,9.0,12.0
35,1,6,2.6,TRUNK,Tanah Merah Stn Exit B,Does Not Have Interchange,9.0,12.0
35,1,9,4.1,TRUNK,S'pore Expo,Does Not Have Interchange,9.0,12.0
35,1,10,4.5,TRUNK,CEVA Freight,Does Not Have Interchange,9.0,12.0
35,1,11,5.0,TRUNK,Builders Ctr,Does Not Have Interchange,9.0,12.0
35,1,12,8.8,TRUNK,Tanah Merah Ferry Ter,Does Not Have Interchange,9.0,12.0
35,1,13,9.9,TRUNK,OPP CHANGI LODGE 2,Does Not Have Interchange,9.0,12.0
35,1,14,12.2,TRUNK,OPP CHANGI NAVAL BASE,Does Not Have Interchange,9.0,12.0
35,1,15,20.4,TRUNK,Bef Changi Ferry Rd,Does Not Have Interchange,9.0,12.0
35,1,16,21.0,TRUNK,Prologis,Does Not Have Interchange,9.0,12.0
35,1,17,21.3,TRUNK,Menlo Worldwide,Does Not Have Interchange,9.0,12.0
35,1,18,21.7,TRUNK,Opp DB Schenker,Does Not Have Interchange,9.0,12.0
35,1,19,22.1,TRUNK,Expeditors,Does Not Have Interchange,9.0,12.0
35,1,20,22.4,TRUNK,DHL,Does Not Have Interchange,9.0,12.0
35,1,21,23.0,TRUNK,Aft Changi Ferry Rd,Does Not Have Interchange,9.0,12.0
35,1,22,31.2,TRUNK,CHANGI NAVAL BASE,Does Not Have Interchange,9.0,12.0
35,1,23,33.7,TRUNK,CHANGI LODGE 2,Does Not Have Interchange,9.0,12.0
35,1,24,34.7,TRUNK,Tanah Merah Ferry Ter,Does Not Have Interchange,9.0,12.0
35,1,25,38.4,TRUNK,LAGUNA NATL COUNTRY CLUB,Does Not Have Interchange,9.0,12.0
35,1,26,38.8,TRUNK,Opp Global Logistics Ctr,Does Not Have Interchange,9.0,12.0
35,1,27,39.1,TRUNK,DB Schenker,Does Not Have Interchange,9.0,12.0
35,1,28,39.4,TRUNK,Opp S'pore Expo,Does Not Have Interchange,9.0,12.0
35,1,31,40.8,TRUNK,Tanah Merah Stn Exit A,Does Not Have Interchange,9.0,12.0
35,1,32,41.3,TRUNK,Blk 55,Does Not Have Interchange,9.0,12.0
35,1,33,41.6,TRUNK,Blk 65,Does Not Have Interchange,9.0,12.0
35,1,34,42.1,TRUNK,Blk 27,Does Not Have Interchange,9.0,12.0
35,1,35,42.8,TRUNK,Bedok Stn Exit A,Does Not Have Interchange,9.0,12.0
35,1,36,43.5,TRUNK,Bedok Int,Has Interchange,9.0,12.0
354,1,1,0.0,FEEDER,Pasir Ris Int,Has Interchange,6.0,7.0
354,1,2,0.8,FEEDER,Downtown East,Does Not Have Interchange,6.0,7.0
354,1,3,1.4,FEEDER,Aft Loyang Gdns,Does Not Have Interchange,6.0,7.0
354,1,4,1.7,FEEDER,Lighthouse,Does Not Have Interchange,6.0,7.0
354,1,5,1.9,FEEDER,Opp Ripple Bay,Does Not Have Interchange,6.0,7.0
354,1,6,2.2,FEEDER,Casa Pasir Ris,Does Not Have Interchange,6.0,7.0
354,1,7,2.4,FEEDER,Opp Loyang Townhse,Does Not Have Interchange,6.0,7.0
354,1,8,2.8,FEEDER,Ripple Bay,Does Not Have Interchange,6.0,7.0
354,1,9,3.0,FEEDER,Opp Lighthouse,Does Not Have Interchange,6.0,7.0
354,1,10,3.5,FEEDER,Opp Downtown East,Does Not Have Interchange,6.0,7.0
354,1,11,3.9,FEEDER,Opp Downtown East,Does Not Have Interchange,6.0,7.0
354,1,12,4.5,FEEDER,Pasir Ris Int,Has Interchange,6.0,7.0
358,1,1,0.0,TOWNLINK,Pasir Ris Int,Has Interchange,5.0,6.0
358,1,2,0.7,TOWNLINK,Blk 500A,Does Not Have Interchange,5.0,6.0
358,1,3,1.1,TOWNLINK,Aft Blk 601,Does Not Have Interchange,5.0,6.0
358,1,4,1.4,TOWNLINK,Blk 626,Does Not Have Interchange,5.0,6.0
358,1,5,1.9,TOWNLINK,Blk 651,Does Not Have Interchange,5.0,6.0
358,1,6,2.2,TOWNLINK,Blk 643,Does Not Have Interchange,5.0,6.0
358,1,7,2.5,TOWNLINK,Blk 640,Does Not Have Interchange,5.0,6.0
358,1,8,2.8,TOWNLINK,Blk 638,Does Not Have Interchange,5.0,6.0
358,1,9,3.1,TOWNLINK,Blk 633,Does Not Have Interchange,5.0,6.0
