ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
980,2,29,11.5,TRUNK,Bef Windsor Pk Rd,Does Not Have Interchange,15.0,14.0
980,2,30,11.9,TRUNK,Opp Flame Tree Pk,Does Not Have Interchange,15.0,14.0
980,2,31,12.2,TRUNK,Opp Faber Gdn,Does Not Have Interchange,15.0,14.0
980,2,32,12.4,TRUNK,Bef Ang Mo Kio Ave 1,Does Not Have Interchange,15.0,14.0
980,2,33,13.3,TRUNK,Opp S'wang Hill FC,Does Not Have Interchange,15.0,14.0
980,2,34,13.8,TRUNK,Bef Yio Chu Kang Rd,Does Not Have Interchange,15.0,14.0
980,2,35,14.1,TRUNK,Opp Meadows @ Peirce,Does Not Have Interchange,15.0,14.0
980,2,36,14.5,TRUNK,Opp Tagore Rd,Does Not Have Interchange,15.0,14.0
980,2,37,14.9,TRUNK,Aft Tagore Dr,Does Not Have Interchange,15.0,14.0
980,2,38,15.3,TRUNK,Bef Old Upp Thomson Rd,Does Not Have Interchange,15.0,14.0
980,2,39,15.9,TRUNK,Bef SLE,Does Not Have Interchange,15.0,14.0
980,2,40,16.4,TRUNK,Bef Springleaf Rd,Does Not Have Interchange,15.0,14.0
980,2,41,16.8,TRUNK,Opp Springleaf Nature Pk,Does Not Have Interchange,15.0,14.0
980,2,42,17.3,TRUNK,Forest Hills Condo,Does Not Have Interchange,15.0,14.0
980,2,43,17.7,TRUNK,Nee Soon Driclad Ctr,Does Not Have Interchange,15.0,14.0
980,2,44,18.2,TRUNK,Nee Soon HQ 22 SIB,Does Not Have Interchange,15.0,14.0
980,2,45,18.7,TRUNK,Aft Sembawang Air Base,Does Not Have Interchange,15.0,14.0
980,2,46,19.2,TRUNK,Dieppe Barracks,Does Not Have Interchange,15.0,14.0
980,2,47,19.8,TRUNK,Opp Khatib Camp,Does Not Have Interchange,15.0,14.0
980,2,48,20.1,TRUNK,Opp Blk 713,Does Not Have Interchange,15.0,14.0
980,2,49,20.5,TRUNK,Opp Blk 101,Does Not Have Interchange,15.0,14.0
980,2,50,20.8,TRUNK,Opp Blk 115B,Does Not Have Interchange,15.0,14.0
980,2,51,21.3,TRUNK,Opp Jln Kemuning,Does Not Have Interchange,15.0,14.0
980,2,52,21.7,TRUNK,Opp Sembawang Shop Ctr,Does Not Have Interchange,15.0,14.0
980,2,53,21.9,TRUNK,Bef Canberra Rd,Does Not Have Interchange,15.0,14.0
980,2,54,22.2,TRUNK,Opp Blk 303,Does Not Have Interchange,15.0,14.0
980,2,55,22.8,TRUNK,Blk 328,Does Not Have Interchange,15.0,14.0
980,2,56,23.0,TRUNK,Opp Sun Plaza,Does Not Have Interchange,15.0,14.0
980,2,57,23.3,TRUNK,Blk 357C,Does Not Have Interchange,15.0,14.0
980,2,58,23.6,TRUNK,Bet Blks 415/416,Does Not Have Interchange,15.0,14.0
980,2,59,23.9,TRUNK,Blk 502A,Does Not Have Interchange,15.0,14.0
980,2,60,24.2,TRUNK,Aft Admiral Hill,Does Not Have Interchange,15.0,14.0
980,2,61,24.6,TRUNK,Sembawang Int,Has Interchange,15.0,14.0
981,1,1,0.0,TRUNK,Sembawang Int,Has Interchange,6.0,6.0
981,1,2,0.5,TRUNK,Opp Sun Plaza,Does Not Have Interchange,6.0,6.0
981,1,3,0.8,TRUNK,Opp Sembawang Stn,Does Not Have Interchange,6.0,6.0
981,1,4,1.1,TRUNK,Blk 351 CP,Does Not Have Interchange,6.0,6.0
981,1,5,1.4,TRUNK,Blk 424A CP,Does Not Have Interchange,6.0,6.0
981,1,6,1.8,TRUNK,Aft Assyafaah Mque,Does Not Have Interchange,6.0,6.0
981,1,7,2.4,TRUNK,Aft HomeTeamNS Sembawang Resort,Does Not Have Interchange,6.0,6.0
981,1,8,2.8,TRUNK,Opp Sembawang Shipyard G 8,Does Not Have Interchange,6.0,6.0
981,1,9,3.3,TRUNK,Opp Sunshine Bakery,Does Not Have Interchange,6.0,6.0
981,1,10,3.8,TRUNK,Aft Senoko Way,Does Not Have Interchange,6.0,6.0
981,1,11,4.1,TRUNK,Maxsteel Enterprise,Does Not Have Interchange,6.0,6.0
981,1,12,4.6,TRUNK,MASTERDON,Does Not Have Interchange,6.0,6.0
981,1,13,5.0,TRUNK,Opp Lian Aik Siong Machinery,Does Not Have Interchange,6.0,6.0
981,1,14,5.4,TRUNK,Fuji Oil S'Pore,Does Not Have Interchange,6.0,6.0
981,1,15,5.6,TRUNK,Bef Sc Auto,Does Not Have Interchange,6.0,6.0
981,1,16,6.0,TRUNK,Aft Scania S'Pore,Does Not Have Interchange,6.0,6.0
981,1,17,6.4,TRUNK,Lian Aik Siong Machinery,Does Not Have Interchange,6.0,6.0
981,1,18,6.9,TRUNK,CHUAN LIM CONSTRN,Does Not Have Interchange,6.0,6.0
981,1,19,7.4,TRUNK,Comfortdelgro Engrg,Does Not Have Interchange,6.0,6.0
981,1,20,7.8,TRUNK,K.U.S. Holdings,Does Not Have Interchange,6.0,6.0
981,1,21,8.2,TRUNK,Bef Senoko Dr,Does Not Have Interchange,6.0,6.0
981,2,1,0.0,TRUNK,Opp Lian Aik Siong Machinery,Does Not Have Interchange,9.0,8.0
981,2,2,0.4,TRUNK,Fuji Oil S'Pore,Does Not Have Interchange,9.0,8.0
981,2,3,0.6,TRUNK,Bef Sc Auto,Does Not Have Interchange,9.0,8.0
981,2,4,1.0,TRUNK,Aft Scania S'Pore,Does Not Have Interchange,9.0,8.0
981,2,5,1.4,TRUNK,Lian Aik Siong Machinery,Does Not Have Interchange,9.0,8.0
981,2,6,1.9,TRUNK,CHUAN LIM CONSTRN,Does Not Have Interchange,9.0,8.0
981,2,7,2.4,TRUNK,Comfortdelgro Engrg,Does Not Have Interchange,9.0,8.0
981,2,8,2.8,TRUNK,K.U.S. Holdings,Does Not Have Interchange,9.0,8.0
981,2,9,3.2,TRUNK,Bef Senoko Dr,Does Not Have Interchange,9.0,8.0
981,2,10,3.8,TRUNK,Bef Senoko Cres,Does Not Have Interchange,9.0,8.0
981,2,11,4.2,TRUNK,Aft Senoko Ave,Does Not Have Interchange,9.0,8.0
981,2,12,4.5,TRUNK,Bef Senoko Way,Does Not Have Interchange,9.0,8.0
981,2,13,4.9,TRUNK,Sunshine Bakery,Does Not Have Interchange,9.0,8.0
981,2,14,5.3,TRUNK,Sembawang Camp,Does Not Have Interchange,9.0,8.0
981,2,15,5.8,TRUNK,Bef Sembawang Shipyard G 3,Does Not Have Interchange,9.0,8.0
981,2,16,6.5,TRUNK,Bef Assyafaah Mque,Does Not Have Interchange,9.0,8.0
981,2,17,7.0,TRUNK,Blk 508 CP,Does Not Have Interchange,9.0,8.0
981,2,18,7.2,TRUNK,Blk 502A,Does Not Have Interchange,9.0,8.0
981,2,19,7.6,TRUNK,Sembawang Stn,Does Not Have Interchange,9.0,8.0
981,2,20,7.9,TRUNK,Sun Plaza,Does Not Have Interchange,9.0,8.0
981,2,21,8.3,TRUNK,Sembawang Int,Has Interchange,9.0,8.0
982E,1,1,0.0,EXPRESS,Opp Blk 489A,Does Not Have Interchange,7.0,0.0
982E,1,2,0.3,EXPRESS,Blk 483,Does Not Have Interchange,7.0,0.0
982E,1,3,0.6,EXPRESS,Blk 457,Does Not Have Interchange,7.0,0.0
982E,1,4,1.0,EXPRESS,Blk 442,Does Not Have Interchange,7.0,0.0
982E,1,5,1.4,EXPRESS,Blk 429A CP,Does Not Have Interchange,7.0,0.0
982E,1,6,1.7,EXPRESS,Blk 352,Does Not Have Interchange,7.0,0.0
982E,1,7,2.0,EXPRESS,Blk 224,Does Not Have Interchange,7.0,0.0
982E,1,8,2.4,EXPRESS,Blk 239,Does Not Have Interchange,7.0,0.0
982E,1,9,2.7,EXPRESS,Blk 204,Does Not Have Interchange,7.0,0.0
982E,1,10,3.0,EXPRESS,Cck Polyclinic,Does Not Have Interchange,7.0,0.0
982E,1,11,3.3,EXPRESS,Blk 6,Does Not Have Interchange,7.0,0.0
982E,1,12,3.7,EXPRESS,Blk 157,Does Not Have Interchange,7.0,0.0
982E,1,13,4.0,EXPRESS,Opp Blk 26,Does Not Have Interchange,7.0,0.0
982E,1,14,4.5,EXPRESS,Bt Batok Fire Stn,Does Not Have Interchange,7.0,0.0
982E,1,15,5.0,EXPRESS,Bef Bt Batok West Ave 5,Does Not Have Interchange,7.0,0.0
982E,1,19,24.5,EXPRESS,Hub Synergy Pt,Does Not Have Interchange,7.0,0.0
982E,1,20,25.2,EXPRESS,Aft Capital Twr,Does Not Have Interchange,7.0,0.0
982E,1,21,25.5,EXPRESS,OPP SO SOFITEL S'PORE,Does Not Have Interchange,7.0,0.0
982E,1,22,26.1,EXPRESS,The Sail,Does Not Have Interchange,7.0,0.0
982E,1,23,26.3,EXPRESS,Marina Bay Financial Ctr,Does Not Have Interchange,7.0,0.0
982E,2,1,0.0,EXPRESS,Marina Bay Stn,Does Not Have Interchange,7.0,0.0
982E,2,2,0.4,EXPRESS,Downtown Stn,Does Not Have Interchange,7.0,0.0
982E,2,3,1.0,EXPRESS,UIC Bldg,Does Not Have Interchange,7.0,0.0
982E,2,4,1.4,EXPRESS,Opp AXA Twr,Does Not Have Interchange,7.0,0.0
982E,2,8,21.5,EXPRESS,Aft Bt Batok West Ave 5,Does Not Have Interchange,7.0,0.0
982E,2,9,22.0,EXPRESS,Opp Bt Batok Fire Stn,Does Not Have Interchange,7.0,0.0
982E,2,10,22.5,EXPRESS,Blk 26,Does Not Have Interchange,7.0,0.0
982E,2,11,22.7,EXPRESS,Bet Blks 13/14,Does Not Have Interchange,7.0,0.0
982E,2,12,23.1,EXPRESS,Blk 8,Does Not Have Interchange,7.0,0.0
982E,2,13,23.4,EXPRESS,Opp Cck Polyclinic,Does Not Have Interchange,7.0,0.0
982E,2,14,23.7,EXPRESS,Opp Blk 203,Does Not Have Interchange,7.0,0.0
982E,2,15,24.2,EXPRESS,Opp Blks 237/239,Does Not Have Interchange,7.0,0.0
982E,2,16,24.6,EXPRESS,Blk 277,Does Not Have Interchange,7.0,0.0
982E,2,17,24.9,EXPRESS,Blk 414,Does Not Have Interchange,7.0,0.0
982E,2,18,25.1,EXPRESS,Bet Blks 416/417,Does Not Have Interchange,7.0,0.0
982E,2,19,25.6,EXPRESS,Blk 426,Does Not Have Interchange,7.0,0.0
982E,2,20,25.9,EXPRESS,Opp Concord Pr Sch,Does Not Have Interchange,7.0,0.0
982E,2,21,26.4,EXPRESS,Opp Blk 486,Does Not Have Interchange,7.0,0.0
982E,2,22,26.6,EXPRESS,Blk 489A,Does Not Have Interchange,7.0,0.0
983,1,1,0.0,TRUNK,Choa Chu Kang Int,Has Interchange,5.0,6.0
983,1,2,0.7,TRUNK,Bet Blks 416/417,Does Not Have Interchange,5.0,6.0
983,1,3,1.2,TRUNK,Blk 426,Does Not Have Interchange,5.0,6.0
983,1,4,1.5,TRUNK,Opp Concord Pr Sch,Does Not Have Interchange,5.0,6.0
983,1,5,2.0,TRUNK,Opp Blk 486,Does Not Have Interchange,5.0,6.0
983,1,6,2.2,TRUNK,Blk 489A,Does Not Have Interchange,5.0,6.0
983,1,7,2.4,TRUNK,Blk 490B,Does Not Have Interchange,5.0,6.0
983,1,8,2.7,TRUNK,Bef Choa Chu Kang Mkt,Does Not Have Interchange,5.0,6.0
983,1,9,3.2,TRUNK,Opp Blk 810 CP,Does Not Have Interchange,5.0,6.0
983,1,10,3.6,TRUNK,Opp APSN,Does Not Have Interchange,5.0,6.0
983,1,12,4.5,TRUNK,Blk 26,Does Not Have Interchange,5.0,6.0
983,1,13,4.8,TRUNK,Phoenix Stn,Does Not Have Interchange,5.0,6.0
983,1,14,5.5,TRUNK,Aft Bt Panjang Stn,Does Not Have Interchange,5.0,6.0
983,1,17,6.1,TRUNK,Blk 183,Does Not Have Interchange,5.0,6.0
983,1,18,6.8,TRUNK,Opp Phoenix Stn,Does Not Have Interchange,5.0,6.0
983,1,19,7.1,TRUNK,Opp Blk 26,Does Not Have Interchange,5.0,6.0
983,1,21,8.0,TRUNK,APSN,Does Not Have Interchange,5.0,6.0
983,1,22,8.4,TRUNK,Blk 810 CP,Does Not Have Interchange,5.0,6.0
983,1,23,8.8,TRUNK,Opp Choa Chu Kang Mkt,Does Not Have Interchange,5.0,6.0
983,1,24,9.1,TRUNK,Bet Blks 801B/801C,Does Not Have Interchange,5.0,6.0
983,1,25,9.4,TRUNK,Opp Blk 489A,Does Not Have Interchange,5.0,6.0
983,1,26,9.7,TRUNK,Blk 483,Does Not Have Interchange,5.0,6.0
983,1,27,10.0,TRUNK,Blk 457,Does Not Have Interchange,5.0,6.0
983,1,28,10.4,TRUNK,Blk 442,Does Not Have Interchange,5.0,6.0
983,1,29,10.8,TRUNK,Blk 429A CP,Does Not Have Interchange,5.0,6.0
983,1,30,11.7,TRUNK,Choa Chu Kang Int,Has Interchange,5.0,6.0
983A,1,1,0.0,TRUNK,Choa Chu Kang Int,Has Interchange,0.0,7.0
983A,1,2,0.7,TRUNK,Bet Blks 416/417,Does Not Have Interchange,0.0,7.0
983A,1,3,1.2,TRUNK,Blk 426,Does Not Have Interchange,0.0,7.0
983A,1,4,1.5,TRUNK,Opp Concord Pr Sch,Does Not Have Interchange,0.0,7.0
983A,1,5,2.0,TRUNK,Opp Blk 486,Does Not Have Interchange,0.0,7.0
983A,1,6,2.2,TRUNK,Blk 489A,Does Not Have Interchange,0.0,7.0
983A,1,7,2.4,TRUNK,Blk 490B,Does Not Have Interchange,0.0,7.0
983A,1,8,2.7,TRUNK,Bef Choa Chu Kang Mkt,Does Not Have Interchange,0.0,7.0
983A,1,9,3.2,TRUNK,Opp Blk 810 CP,Does Not Have Interchange,0.0,7.0
983A,1,10,3.6,TRUNK,Opp APSN,Does Not Have Interchange,0.0,7.0
983A,1,12,4.5,TRUNK,Blk 26,Does Not Have Interchange,0.0,7.0
985,1,1,0.0,TRUNK,Choa Chu Kang Int,Has Interchange,9.0,10.0
985,1,2,0.6,TRUNK,Lot 1 Shoppers' Mall,Does Not Have Interchange,9.0,10.0
985,1,3,1.1,TRUNK,Opp Blk 210,Does Not Have Interchange,9.0,10.0
985,1,4,1.4,TRUNK,Cck Polyclinic,Does Not Have Interchange,9.0,10.0
985,1,5,1.7,TRUNK,Blk 6,Does Not Have Interchange,9.0,10.0
985,1,6,2.1,TRUNK,Blk 157,Does Not Have Interchange,9.0,10.0
985,1,7,2.4,TRUNK,Opp Blk 26,Does Not Have Interchange,9.0,10.0
985,1,8,2.9,TRUNK,Bt Batok Fire Stn,Does Not Have Interchange,9.0,10.0
985,1,9,3.4,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,9.0,10.0
985,1,10,3.8,TRUNK,Opp Bt Batok Driving Ctr,Does Not Have Interchange,9.0,10.0
985,1,11,4.2,TRUNK,Opp HomeTeamNS,Does Not Have Interchange,9.0,10.0
985,1,12,4.5,TRUNK,Blk 334,Does Not Have Interchange,9.0,10.0
985,1,13,4.7,TRUNK,Blk 331,Does Not Have Interchange,9.0,10.0
985,1,14,5.2,TRUNK,Blk 315,Does Not Have Interchange,9.0,10.0
985,1,15,5.5,TRUNK,Blk 306,Does Not Have Interchange,9.0,10.0
985,1,16,5.8,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,9.0,10.0
985,1,17,6.3,TRUNK,Opp Blk 628,Does Not Have Interchange,9.0,10.0
985,1,18,6.9,TRUNK,Blk 503,Does Not Have Interchange,9.0,10.0
985,1,19,7.2,TRUNK,Opp Blk 242,Does Not Have Interchange,9.0,10.0
985,1,20,7.5,TRUNK,Opp Blk 258,Does Not Have Interchange,9.0,10.0
985,1,21,8.0,TRUNK,Opp Blk 266,Does Not Have Interchange,9.0,10.0
985,1,22,8.6,TRUNK,Autobacs,Does Not Have Interchange,9.0,10.0
985,1,23,9.1,TRUNK,Aft Bt Batok East Ave 6,Does Not Have Interchange,9.0,10.0
985,1,24,9.4,TRUNK,The Hillford,Does Not Have Interchange,9.0,10.0
985,1,25,9.7,TRUNK,Aft Chun Tin Rd,Does Not Have Interchange,9.0,10.0
985,1,26,10.1,TRUNK,Opp Blk 19,Does Not Have Interchange,9.0,10.0
985,1,27,10.3,TRUNK,Opp Beauty World Stn,Does Not Have Interchange,9.0,10.0
985,1,28,10.6,TRUNK,Goh & Goh Bldg,Does Not Have Interchange,9.0,10.0
985,1,30,18.3,TRUNK,Opp Catholic JC,Does Not Have Interchange,9.0,10.0
985,1,31,18.7,TRUNK,Old Police Academy,Does Not Have Interchange,9.0,10.0
985,1,32,19.5,TRUNK,Trellis Twrs,Does Not Have Interchange,9.0,10.0
985,1,34,21.4,TRUNK,Aft Blk 195,Does Not Have Interchange,9.0,10.0
985,1,35,22.1,TRUNK,St. Andrew'S Village,Does Not Have Interchange,9.0,10.0
985,1,36,22.7,TRUNK,MOM Svcs Ctr,Does Not Have Interchange,9.0,10.0
985,1,37,22.9,TRUNK,Blk 54,Does Not Have Interchange,9.0,10.0
985,1,38,23.2,TRUNK,Blk 44,Does Not Have Interchange,9.0,10.0
985,1,39,23.7,TRUNK,Opp Boon Keng Stn,Does Not Have Interchange,9.0,10.0
985,1,40,24.4,TRUNK,Bef Kallang Pl,Does Not Have Interchange,9.0,10.0
985,1,41,25.1,TRUNK,Opp Kallang Stn/Blk 2C,Does Not Have Interchange,9.0,10.0
985,1,42,25.7,TRUNK,Lor 1 Geylang Ter,Does Not Have Interchange,9.0,10.0
985,2,1,0.0,TRUNK,Lor 1 Geylang Ter,Does Not Have Interchange,9.0,10.0
985,2,2,0.3,TRUNK,Kallang Stn/Opp Blk 2C,Does Not Have Interchange,9.0,10.0
985,2,3,1.0,TRUNK,Opp Kallang Pl,Does Not Have Interchange,9.0,10.0
985,2,4,1.5,TRUNK,Blk 7,Does Not Have Interchange,9.0,10.0
985,2,5,1.9,TRUNK,Boon Keng Stn/Blk 102,Does Not Have Interchange,9.0,10.0
985,2,6,2.3,TRUNK,Opp Bendemeer Pr Sch,Does Not Have Interchange,9.0,10.0
985,2,7,2.6,TRUNK,St. Michael's Pl,Does Not Have Interchange,9.0,10.0
985,2,8,2.9,TRUNK,Aft Moonstone Lane,Does Not Have Interchange,9.0,10.0
985,2,9,3.2,TRUNK,Opp St. Andrew'S Village,Does Not Have Interchange,9.0,10.0
985,2,10,3.9,TRUNK,Opp Blk 195,Does Not Have Interchange,9.0,10.0
985,2,12,5.8,TRUNK,Opp Trellis Twrs,Does Not Have Interchange,9.0,10.0
985,2,13,7.0,TRUNK,Catholic JC,Does Not Have Interchange,9.0,10.0
985,2,15,14.9,TRUNK,Opp Bt Timah Plaza,Does Not Have Interchange,9.0,10.0
985,2,16,15.5,TRUNK,Pei Hwa Presby Pr Sch,Does Not Have Interchange,9.0,10.0
985,2,17,15.8,TRUNK,Beauty World Stn Exit C,Does Not Have Interchange,9.0,10.0
985,2,18,16.1,TRUNK,Blk 18,Does Not Have Interchange,9.0,10.0
985,2,19,16.5,TRUNK,Signature Pk Condo,Does Not Have Interchange,9.0,10.0
985,2,20,16.8,TRUNK,Opp The Hillford,Does Not Have Interchange,9.0,10.0
985,2,21,17.2,TRUNK,Bef Bt Batok East Ave 6,Does Not Have Interchange,9.0,10.0
985,2,22,17.5,TRUNK,Opp Autobacs,Does Not Have Interchange,9.0,10.0
985,2,23,18.2,TRUNK,Blk 267,Does Not Have Interchange,9.0,10.0
985,2,24,18.6,TRUNK,Blk 258,Does Not Have Interchange,9.0,10.0
985,2,25,18.9,TRUNK,Blk 242,Does Not Have Interchange,9.0,10.0
985,2,26,19.2,TRUNK,Blk 240,Does Not Have Interchange,9.0,10.0
985,2,27,19.8,TRUNK,Blk 628,Does Not Have Interchange,9.0,10.0
985,2,28,20.4,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,9.0,10.0
985,2,29,20.7,TRUNK,Opp Blk 305,Does Not Have Interchange,9.0,10.0
985,2,30,21.0,TRUNK,Opp Blk 315,Does Not Have Interchange,9.0,10.0
985,2,31,21.4,TRUNK,Blk 419,Does Not Have Interchange,9.0,10.0
985,2,32,21.8,TRUNK,Opp Blk 336,Does Not Have Interchange,9.0,10.0
985,2,33,22.1,TRUNK,HomeTeamNS,Does Not Have Interchange,9.0,10.0
985,2,34,22.4,TRUNK,Bt Batok Driving Ctr,Does Not Have Interchange,9.0,10.0
985,2,35,22.9,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,9.0,10.0
985,2,36,23.4,TRUNK,Opp Bt Batok Fire Stn,Does Not Have Interchange,9.0,10.0
985,2,37,23.9,TRUNK,Blk 26,Does Not Have Interchange,9.0,10.0
985,2,38,24.1,TRUNK,Bet Blks 13/14,Does Not Have Interchange,9.0,10.0
985,2,39,24.5,TRUNK,Blk 8,Does Not Have Interchange,9.0,10.0
985,2,40,24.8,TRUNK,Opp Cck Polyclinic,Does Not Have Interchange,9.0,10.0
985,2,41,25.2,TRUNK,Aft Blk 202,Does Not Have Interchange,9.0,10.0
985,2,42,26.0,TRUNK,Choa Chu Kang Int,Has Interchange,9.0,10.0
98A,1,1,5.6,TRUNK,Lakeside Stn,Does Not Have Interchange,3.0,5.0
98A,1,2,6.1,TRUNK,Opp S'Pore A'Space Mfg,Does Not Have Interchange,3.0,5.0
98A,1,3,6.3,TRUNK,Lakepoint Condo,Does Not Have Interchange,3.0,5.0
98A,1,4,6.7,TRUNK,AFT CORP RD,Does Not Have Interchange,3.0,5.0
98A,1,5,7.1,TRUNK,Opp Blk 364,Does Not Have Interchange,3.0,5.0
98A,1,6,7.5,TRUNK,Blk 117,Does Not Have Interchange,3.0,5.0
98A,1,7,7.8,TRUNK,Opp Blk 65,Does Not Have Interchange,3.0,5.0
98A,1,8,8.1,TRUNK,Jurong Sec Sch,Does Not Have Interchange,3.0,5.0
98A,1,9,8.3,TRUNK,Opp Blk 158,Does Not Have Interchange,3.0,5.0
98A,1,10,8.8,TRUNK,CISCO Recall,Does Not Have Interchange,3.0,5.0
98A,1,11,9.0,TRUNK,CORP PL,Does Not Have Interchange,3.0,5.0
98B,1,1,3.8,TRUNK,Blk 490,Does Not Have Interchange,2.0,0.0
98B,1,2,4.2,TRUNK,Blk 463,Does Not Have Interchange,2.0,0.0
98B,1,3,4.5,TRUNK,Blk 457,Does Not Have Interchange,2.0,0.0
98B,1,4,4.8,TRUNK,Blk 458,Does Not Have Interchange,2.0,0.0
98B,1,5,5.2,TRUNK,Opp Blk 515,Does Not Have Interchange,2.0,0.0
98B,1,6,5.6,TRUNK,Lakeside Stn,Does Not Have Interchange,2.0,0.0
98B,1,7,6.1,TRUNK,Opp S'Pore A'Space Mfg,Does Not Have Interchange,2.0,0.0
98B,1,8,6.3,TRUNK,Lakepoint Condo,Does Not Have Interchange,2.0,0.0
98B,1,9,6.7,TRUNK,AFT CORP RD,Does Not Have Interchange,2.0,0.0
98B,1,10,7.1,TRUNK,Opp Blk 364,Does Not Have Interchange,2.0,0.0
98B,1,11,7.5,TRUNK,Blk 117,Does Not Have Interchange,2.0,0.0
98B,1,12,7.8,TRUNK,Opp Blk 65,Does Not Have Interchange,2.0,0.0
98B,1,13,8.1,TRUNK,Jurong Sec Sch,Does Not Have Interchange,2.0,0.0
98B,1,14,8.3,TRUNK,Opp Blk 158,Does Not Have Interchange,2.0,0.0
98B,1,15,8.8,TRUNK,CISCO Recall,Does Not Have Interchange,2.0,0.0
98B,1,16,9.0,TRUNK,CORP PL,Does Not Have Interchange,2.0,0.0
98B,1,17,9.6,TRUNK,Bef Jln Terusan,Does Not Have Interchange,2.0,0.0
98B,1,18,9.9,TRUNK,Sin Soon Huat,Does Not Have Interchange,2.0,0.0
98B,1,19,10.2,TRUNK,Jurong Port Workshops,Does Not Have Interchange,2.0,0.0
98B,1,20,10.6,TRUNK,Bef Jln Tepong,Does Not Have Interchange,2.0,0.0
98B,1,21,10.9,TRUNK,Ctrl Fish Proc Fty,Does Not Have Interchange,2.0,0.0
98B,1,22,11.2,TRUNK,Bef Jln Buroh,Does Not Have Interchange,2.0,0.0
98B,1,23,11.4,TRUNK,Opp Jurong Abattoir,Does Not Have Interchange,2.0,0.0
98B,1,24,11.9,TRUNK,Aft Jurong Port Rd,Does Not Have Interchange,2.0,0.0
98B,1,25,12.3,TRUNK,Opp SPC Svc Stn,Does Not Have Interchange,2.0,0.0
98B,1,26,12.6,TRUNK,Bef Jurong Pier Rd,Does Not Have Interchange,2.0,0.0
98B,1,27,13.4,TRUNK,Jurong Island Checkpt,Does Not Have Interchange,2.0,0.0
98M,1,1,0.0,TRUNK,Jurong East Temp Int,Has Interchange,0.0,14.0
98M,1,2,0.4,TRUNK,Jurong East Stn/Int,Has Interchange,0.0,14.0
98M,1,3,0.9,TRUNK,Blk 209,Does Not Have Interchange,0.0,14.0
98M,1,4,1.6,TRUNK,Blk 239,Does Not Have Interchange,0.0,14.0
98M,1,5,2.0,TRUNK,Blk 229,Does Not Have Interchange,0.0,14.0
98M,1,6,2.5,TRUNK,Parc Oasis,Does Not Have Interchange,0.0,14.0
98M,1,7,2.9,TRUNK,Blk 347,Does Not Have Interchange,0.0,14.0
98M,1,8,3.4,TRUNK,Opp Jurong Polyclinic,Does Not Have Interchange,0.0,14.0
98M,1,9,3.8,TRUNK,Blk 490,Does Not Have Interchange,0.0,14.0
98M,1,10,4.2,TRUNK,Blk 463,Does Not Have Interchange,0.0,14.0
98M,1,11,4.5,TRUNK,Blk 457,Does Not Have Interchange,0.0,14.0
98M,1,12,4.8,TRUNK,Blk 458,Does Not Have Interchange,0.0,14.0
98M,1,13,5.2,TRUNK,Opp Blk 515,Does Not Have Interchange,0.0,14.0
98M,1,14,5.6,TRUNK,Lakeside Stn,Does Not Have Interchange,0.0,14.0
98M,1,15,6.1,TRUNK,Opp S'Pore A'Space Mfg,Does Not Have Interchange,0.0,14.0
98M,1,16,6.3,TRUNK,Lakepoint Condo,Does Not Have Interchange,0.0,14.0
98M,1,17,6.7,TRUNK,AFT CORP RD,Does Not Have Interchange,0.0,14.0
98M,1,18,7.1,TRUNK,Opp Blk 364,Does Not Have Interchange,0.0,14.0
98M,1,19,7.5,TRUNK,Blk 117,Does Not Have Interchange,0.0,14.0
98M,1,20,7.8,TRUNK,Opp Blk 65,Does Not Have Interchange,0.0,14.0
98M,1,21,8.1,TRUNK,Jurong Sec Sch,Does Not Have Interchange,0.0,14.0
98M,1,22,8.3,TRUNK,Opp Blk 158,Does Not Have Interchange,0.0,14.0
98M,1,23,8.8,TRUNK,CISCO Recall,Does Not Have Interchange,0.0,14.0
98M,1,24,9.0,TRUNK,CORP PL,Does Not Have Interchange,0.0,14.0
98M,1,25,9.5,TRUNK,AFT CORP PL,Does Not Have Interchange,0.0,14.0
98M,1,26,10.3,TRUNK,Aft Yuan Ching Rd,Does Not Have Interchange,0.0,14.0
98M,1,27,10.7,TRUNK,Blk 158,Does Not Have Interchange,0.0,14.0
98M,1,28,10.9,TRUNK,Opp Jurong Sec Sch,Does Not Have Interchange,0.0,14.0
98M,1,29,11.1,TRUNK,Blk 65,Does Not Have Interchange,0.0,14.0
98M,1,30,11.4,TRUNK,Opp Blk 117,Does Not Have Interchange,0.0,14.0
98M,1,31,11.7,TRUNK,Blk 357,Does Not Have Interchange,0.0,14.0
98M,1,32,12.0,TRUNK,Blk 367,Does Not Have Interchange,0.0,14.0
98M,1,33,12.5,TRUNK,Opp Lakepoint Condo,Does Not Have Interchange,0.0,14.0
98M,1,34,13.2,TRUNK,Opp Lakeside Stn,Does Not Have Interchange,0.0,14.0
98M,1,35,13.6,TRUNK,Blk 515,Does Not Have Interchange,0.0,14.0
98M,1,36,14.0,TRUNK,Blk 501,Does Not Have Interchange,0.0,14.0
